Ticker,Name,Sector,P/B Ratio,NCA/BV Ratio,Equity Ratio %
5819.T,"Canare Electric Co.,Ltd.",Nonferrous Metals,0.68,0.653,N/A
5703.T,"Nippon Light Metal Holdings Company,Ltd.",Nonferrous Metals,0.73,0.508,N/A
5702.T,"DAIKI ALUMINIUM INDUSTRY CO.,LTD.",Nonferrous Metals,0.81,0.673,N/A
5816.T,"Onamba Co.,Ltd.",Nonferrous Metals,0.83,0.677,N/A
5711.T,Mitsubishi Materials Corporation,Nonferrous Metals,0.94,0.247,N/A
5742.T,"NIC Autotec,Inc.",Nonferrous Metals,1.01,0.319,N/A
5715.T,"FURUKAWA CO.,LTD.",Nonferrous Metals,1.02,0.487,N/A
5858.T,"STG CO.,LTD.",Nonferrous Metals,1.02,0.611,N/A
5753.T,"NIPPON SHINDO CO.,LTD.",Nonferrous Metals,1.22,0.778,N/A
5704.T,JMC Corporation,Nonferrous Metals,1.32,0.308,N/A
1491.T,"Chugai Mining Co.,Ltd.",Nonferrous Metals,1.35,0.756,N/A
5713.T,"Sumitomo Metal Mining Co.,Ltd.",Nonferrous Metals,1.37,0.256,N/A
5729.T,"NIHON SEIKO CO.,LTD",Nonferrous Metals,1.37,0.623,N/A
5821.T,HIRAKAWA HEWTECH CORP.,Nonferrous Metals,1.37,0.656,N/A
5714.T,"DOWA HOLDINGS CO.,LTD.",Nonferrous Metals,1.4,0.415,N/A
5817.T,"JMACS Japan Co.,Ltd.",Nonferrous Metals,1.54,0.554,N/A
5018.T,MORESCO Corporation,Oil and Coal Products,0.67,0.503,N/A
5010.T,"NIPPON SEIRO CO.,LTD.",Oil and Coal Products,0.75,-0.211,N/A
5011.T,"NICHIREKI GROUP CO.,LTD.",Oil and Coal Products,0.75,0.516,N/A
3315.T,"NIPPON COKE & ENGINEERING COMPANY,LIMITED",Oil and Coal Products,0.8,-0.053,N/A
5019.T,"Idemitsu Kosan Co.,Ltd.",Oil and Coal Products,0.92,0.321,N/A
5013.T,Yushiro Inc.,Oil and Coal Products,0.93,0.419,N/A
5020.T,"ENEOS Holdings,Inc.",Oil and Coal Products,1.08,0.519,N/A
5021.T,"COSMO ENERGY HOLDINGS COMPANY,LIMITED",Oil and Coal Products,1.09,0.229,N/A
5015.T,BP Castrol K.K.,Oil and Coal Products,3.23,0.866,N/A
8772.T,"ASAX CO.,LTD.",Other Financing Business,0.52,1.77,N/A
8584.T,"JACCS CO.,LTD.",Other Financing Business,0.61,7.053,N/A
8508.T,"J Trust Co.,Ltd.",Other Financing Business,0.65,6.443,N/A
8570.T,"AEON Financial Service Co.,Ltd.",Other Financing Business,0.69,N/A,5.99
8596.T,"KYUSHU LEASING SERVICE CO.,LTD.",Other Financing Business,0.71,2.373,N/A
8585.T,Orient Corporation,Other Financing Business,0.72,4.759,N/A
8793.T,NEC Capital Solutions Limited,Other Financing Business,0.72,3.558,N/A
8783.T,"abc Co.,Ltd.",Other Financing Business,0.74,-0.082,N/A
8566.T,"RICOH LEASING COMPANY,LTD.",Other Financing Business,0.77,3.396,N/A
8424.T,"Fuyo General Lease Co.,Ltd.",Other Financing Business,0.81,1.554,N/A
8253.T,"Credit Saison Co.,Ltd.",Other Financing Business,0.83,5.129,N/A
2388.T,"Wedge Holdings CO.,LTD.",Other Financing Business,0.92,0.905,N/A
8425.T,"Mizuho Leasing Company,Limited",Other Financing Business,0.96,1.438,N/A
8439.T,Tokyo Century Corporation,Other Financing Business,0.97,1.158,N/A
7192.T,Mortgage Service Japan Limited,Other Financing Business,1.02,0.972,N/A
7196.T,Casa Inc.,Other Financing Business,1.03,0.147,N/A
8593.T,Mitsubishi HC Capital Inc.,Other Financing Business,1.06,1.373,N/A
196A.T,"MFS,Inc.",Other Financing Business,1.11,0.97,N/A
7198.T,SBI ARUHI Corporation,Other Financing Business,1.12,3.97,N/A
8572.T,"ACOM CO.,LTD.",Other Financing Business,1.12,1.698,N/A
7898.T,"WOOD ONE CO.,LTD.",Other Products,0.19,-0.037,N/A
7822.T,"Eidai Co.,Ltd.",Other Products,0.23,0.559,N/A
7957.T,"FUJICOPIAN CO.,LTD.",Other Products,0.27,0.598,N/A
7879.T,NODA CORPORATION,Other Products,0.3,0.602,N/A
7983.T,Miroku Corporation,Other Products,0.31,0.572,N/A
7916.T,"MITSUMURA PRINTING CO.,LTD.",Other Products,0.33,0.284,N/A
7997.T,Kurogane Kosakusho Ltd.,Other Products,0.34,0.539,N/A
7857.T,"SEKI CO.,LTD.",Other Products,0.35,0.366,N/A
7975.T,"LIHIT LAB.,INC.",Other Products,0.36,0.555,N/A
7851.T,"KAWASE COMPUTER SUPPLIES CO.,LTD.",Other Products,0.39,0.386,N/A
7887.T,"NANKAI PLYWOOD CO.,LTD.",Other Products,0.41,0.525,N/A
5962.T,"ASAKA INDUSTRIAL CO.,LTD.",Other Products,0.42,0.599,N/A
7883.T,"Sun Messe Co.,Ltd.",Other Products,0.42,0.213,N/A
7896.T,"SEVEN INDUSTRIES CO.,LTD.",Other Products,0.46,0.597,N/A
7902.T,"SONOCOM CO.,LTD.",Other Products,0.46,0.526,N/A
7938.T,REGAL CORPORATION,Other Products,0.47,0.442,N/A
7953.T,"KIKUSUI CHEMICAL INDUSTRIES CO.,LTD.",Other Products,0.48,0.566,N/A
7885.T,"TAKANO Co.,Ltd.",Other Products,0.49,0.584,N/A
7897.T,"HOKUSHIN CO.,LTD.",Other Products,0.52,0.32,N/A
7955.T,Cleanup Corporation,Other Products,0.52,0.484,N/A
520A.T,"J-Pharma Co.,Ltd.",Pharmaceutical,0.03,1.004,N/A
4539.T,"NIPPON CHEMIPHAR CO.,LTD.",Pharmaceutical,0.32,0.929,N/A
4548.T,SEIKAGAKU CORPORATION,Pharmaceutical,0.52,0.434,N/A
4538.T,"Fuso Pharmaceutical Industries,Ltd.",Pharmaceutical,0.55,0.127,N/A
4574.T,"TAIKO PHARMACEUTICAL CO.,LTD.",Pharmaceutical,0.55,0.695,N/A
4569.T,"KYORIN Pharmaceutical Co.,Ltd.",Pharmaceutical,0.65,0.741,N/A
4577.T,"Daito Pharmaceutical Co.,Ltd.",Pharmaceutical,0.71,0.474,N/A
4524.T,"MORISHITA JINTAN CO.,LTD.",Pharmaceutical,0.72,0.44,N/A
4558.T,"CHUKYO IYAKUHIN CO.,LTD.",Pharmaceutical,0.85,0.465,N/A
4534.T,"Mochida Pharmaceutical Co.,Ltd.",Pharmaceutical,0.86,0.725,N/A
4547.T,"KISSEI PHARMACEUTICAL CO.,LTD.",Pharmaceutical,0.87,0.433,N/A
4540.T,TSUMURA & CO.,Pharmaceutical,0.9,0.778,N/A
4512.T,"WAKAMOTO PHARMACEUTICAL CO.,LTD.",Pharmaceutical,1.0,0.592,N/A
4559.T,"ZERIA PHARMACEUTICAL CO.,LTD.",Pharmaceutical,1.01,0.168,N/A
4521.T,"KAKEN PHARMACEUTICAL CO.,LTD.",Pharmaceutical,1.06,0.531,N/A
4553.T,"TOWA PHARMACEUTICAL CO.,LTD.",Pharmaceutical,1.06,0.929,N/A
4502.T,Takeda Pharmaceutical Company Limited,Pharmaceutical,1.08,0.002,N/A
4554.T,"Fuji Pharma Co.,Ltd.",Pharmaceutical,1.14,0.361,N/A
4516.T,"Nippon Shinyaku Co.,Ltd.",Pharmaceutical,1.15,0.483,N/A
4886.T,"ASKA Pharmaceutical Holdings Co.,Ltd.",Pharmaceutical,1.2,0.538,N/A
7702.T,"JMS CO.,LTD.",Precision Instruments,0.25,0.493,N/A
7600.T,"Japan Medical Dynamic Marketing,INC.",Precision Instruments,0.58,0.673,N/A
5187.T,"CREATE MEDIC CO.,LTD.",Precision Instruments,0.62,0.747,N/A
7744.T,"Noritsu Koki Co.,Ltd.",Precision Instruments,0.69,0.45,N/A
7713.T,"SIGMA KOKI CO.,LTD.",Precision Instruments,0.78,0.577,N/A
7769.T,"RHYTHM CO.,LTD.",Precision Instruments,0.82,0.703,N/A
7743.T,"SEED CO.,LTD.",Precision Instruments,0.86,0.141,N/A
7722.T,"KOKUSAI CO.,LTD.",Precision Instruments,0.88,0.8,N/A
7723.T,"Aichi Tokei Denki Co.,Ltd.",Precision Instruments,0.9,0.576,N/A
7749.T,"MEDIKIT CO.,LTD.",Precision Instruments,0.94,0.6,N/A
7731.T,NIKON CORPORATION,Precision Instruments,0.96,0.493,N/A
8086.T,NIPRO CORPORATION,Precision Instruments,0.97,0.887,N/A
7727.T,OVAL Corporation,Precision Instruments,0.98,0.561,N/A
7782.T,"Sincere Co.,LTD.",Precision Instruments,1.04,0.934,N/A
6376.T,"NIKKISO CO.,LTD.",Precision Instruments,1.07,0.675,N/A
7715.T,"NAGANO KEIKI CO.,LTD.",Precision Instruments,1.2,0.536,N/A
7717.T,"V Technology Co.,Ltd.",Precision Instruments,1.27,1.228,N/A
7979.T,SHOFU INC.,Precision Instruments,1.3,0.523,N/A
7780.T,"Menicon Co.,Ltd.",Precision Instruments,1.31,0.653,N/A
255A.T,"GLTECHNO HOLDINGS,INC.",Precision Instruments,1.37,0.551,N/A
3944.T,"Furubayashi Shiko Co.,Ltd.",Pulp and Paper,0.3,0.15,N/A
3863.T,"Nippon Paper Industries Co.,Ltd.",Pulp and Paper,0.31,0.33,N/A
3958.T,"Sasatoku Printing Co.,Ltd.",Pulp and Paper,0.32,0.184,N/A
3877.T,"Chuetsu Pulp & Paper Co.,Ltd.",Pulp and Paper,0.41,0.044,N/A
3895.T,HAVIX CORPORATION,Pulp and Paper,0.44,0.609,N/A
3955.T,"IMURA & Co.,Ltd.",Pulp and Paper,0.48,0.163,N/A
3947.T,"Dynapac Co.,Ltd.",Pulp and Paper,0.49,0.011,N/A
3864.T,Mitsubishi Paper Mills Limited,Pulp and Paper,0.5,0.031,N/A
3892.T,"Okayama Paper Industries Co.,Ltd.",Pulp and Paper,0.53,0.559,N/A
3951.T,"ASAHI PRINTING CO.,LTD.",Pulp and Paper,0.53,0.442,N/A
3865.T,Hokuetsu Corporation,Pulp and Paper,0.55,0.368,N/A
3953.T,"OHMURA SHIGYO CO.,LTD.",Pulp and Paper,0.56,0.68,N/A
3954.T,SHOWA PAXXS CORPORATION,Pulp and Paper,0.56,0.52,N/A
3943.T,"OHISHI SANGYO CO.,LTD.",Pulp and Paper,0.57,0.493,N/A
3946.T,"TOMOKU CO.,LTD.",Pulp and Paper,0.58,0.388,N/A
3945.T,"Superbag Company,Limited",Pulp and Paper,0.63,0.597,N/A
3941.T,"Rengo Co.,Ltd.",Pulp and Paper,0.64,0.125,N/A
3708.T,"Tokushu Tokai Paper Co.,Ltd.",Pulp and Paper,0.66,0.249,N/A
3880.T,Daio Paper Corporation,Pulp and Paper,0.67,0.398,N/A
3861.T,Oji Holdings Corporation,Pulp and Paper,0.7,0.061,N/A
8887.T,"SYLA Holdings Co.,Ltd.",Real Estate,0.01,0.903,N/A
8944.T,"LAND BUSINESS  CO.,LTD.",Real Estate,0.3,1.971,N/A
3293.T,"AZUMA HOUSE Co.,Ltd.",Real Estate,0.36,0.3,N/A
3238.T,"CENTRAL GENERAL DEVELOPMENT CO.,LTD.",Real Estate,0.38,1.673,N/A
8917.T,"First Juken Co.,Ltd.",Real Estate,0.4,0.81,N/A
8904.T,"AVANTIA CO.,LTD.",Real Estate,0.42,1.102,N/A
8931.T,WADAKOHSAN CORPORATION,Real Estate,0.43,1.248,N/A
8938.T,"GLOME Holdings,Inc.",Real Estate,0.44,0.478,N/A
2984.T,"Yamaichi Real Estate Co.,Ltd",Real Estate,0.46,1.33,N/A
8881.T,"NISSHIN GROUP HOLDINGS Company,Limited",Real Estate,0.46,1.204,N/A
8860.T,FUJI CORPORATION LIMITED,Real Estate,0.49,1.169,N/A
8995.T,"Makoto Construction CO,Ltd",Real Estate,0.5,1.162,N/A
3280.T,"STrust Co.,Ltd.",Real Estate,0.55,0.925,N/A
8891.T,"AMG HOLDINGS CO.,LTD.",Real Estate,0.55,1.059,N/A
8928.T,ANABUKI KOSAN INC.,Real Estate,0.55,1.481,N/A
8869.T,Meiwa Estate Company Limited,Real Estate,0.57,2.137,N/A
3248.T,"EARLY AGE CO.,Ltd.",Real Estate,0.59,0.098,N/A
3494.T,"Mullion Co.,Ltd.",Real Estate,0.59,0.139,N/A
3246.T,"KOSE R.E. Co.,Ltd.",Real Estate,0.62,1.28,N/A
3291.T,"Iida Group Holdings Co.,Ltd.",Real Estate,0.62,0.887,N/A
8209.T,FRIENDLY CORPORATION,Retail Trade,0.14,6.734,N/A
7578.T,"NICHIRYOKU CO.,LTD.",Retail Trade,0.19,-0.357,N/A
7524.T,MARCHE CORPORATION,Retail Trade,0.28,0.886,N/A
8181.T,"Totenko Co.,Ltd.",Retail Trade,0.28,0.017,N/A
8247.T,"Daiwa Co.,Ltd.",Retail Trade,0.3,-2.074,N/A
3396.T,FELISSIMO CORPORATION,Retail Trade,0.31,0.548,N/A
8166.T,"Taka-Q Co.,Ltd.",Retail Trade,0.32,1.592,N/A
2790.T,"NAFCO Co.,Ltd.",Retail Trade,0.34,0.224,N/A
8281.T,"XEBIO holdings CO.,LTD.",Retail Trade,0.34,0.527,N/A
8165.T,"SENSHUKAI CO.,LTD.",Retail Trade,0.36,0.514,N/A
9835.T,"JUNTENDO CO.,LTD.",Retail Trade,0.37,0.207,N/A
8260.T,"IZUTSUYA CO.,LTD.",Retail Trade,0.38,-1.486,N/A
9854.T,"AIGAN CO.,LTD.",Retail Trade,0.38,0.504,N/A
9846.T,"TENMAYA STORE CO.,LTD.",Retail Trade,0.4,-0.233,N/A
7509.T,I.A GROUP CORPORATION,Retail Trade,0.41,0.263,N/A
8217.T,"OKUWA CO.,LTD.",Retail Trade,0.43,-0.065,N/A
9993.T,"YAMAZAWA CO.,LTD.",Retail Trade,0.44,-0.261,N/A
2673.T,"YUMEMITSUKETAI Co.,Ltd.",Retail Trade,0.46,0.109,N/A
8230.T,"HASEGAWA CO.,LTD.",Retail Trade,0.46,0.275,N/A
7561.T,HURXLEY CORPORATION,Retail Trade,0.47,0.514,N/A
5199.T,"FUJI LATEX CO.,LTD.",Rubber Products,0.61,0.405,N/A
5185.T,"Fukoku Co.,Ltd.",Rubber Products,0.64,0.494,N/A
5162.T,ASAHI RUBBER INC.,Rubber Products,0.7,0.458,N/A
5194.T,"SAGAMI RUBBER INDUSTRIES CO.,LTD.",Rubber Products,0.72,-0.054,N/A
5110.T,"Sumitomo Rubber Industries,Ltd.",Rubber Products,0.73,0.418,N/A
5189.T,"SAKURA RUBBER CO.,LTD.",Rubber Products,0.74,0.733,N/A
5186.T,Nitta Corporation,Rubber Products,0.77,0.432,N/A
5184.T,"NICHIRIN CO.,LTD.",Rubber Products,0.86,0.673,N/A
5122.T,"OKAMOTO INDUSTRIES,INC.",Rubber Products,0.92,0.555,N/A
5195.T,"Bando Chemical Industries,Ltd.",Rubber Products,0.93,0.391,N/A
5101.T,"The Yokohama Rubber Company,Limited",Rubber Products,0.96,0.368,N/A
5192.T,Mitsuboshi Belting Ltd.,Rubber Products,1.08,0.58,N/A
5105.T,Toyo Tire Corporation,Rubber Products,1.12,0.472,N/A
5108.T,BRIDGESTONE CORPORATION,Rubber Products,1.15,0.475,N/A
5121.T,FUJIKURA COMPOSITES Inc.,Rubber Products,1.32,0.64,N/A
5161.T,"NISHIKAWA RUBBER CO.,LTD.",Rubber Products,1.36,0.525,N/A
5103.T,"Showa Holdings Co.,Ltd.",Rubber Products,2.48,0.589,N/A
8617.T,"The Kosei Securities Co.,Ltd.",Securities and Commodities Futures,0.31,0.484,N/A
8699.T,"HS Holdings Co.,Ltd.",Securities and Commodities Futures,0.36,N/A,74.89
8518.T,"Japan Asia Investment Company,Limited",Securities and Commodities Futures,0.5,1.251,N/A
7175.T,"The Imamura Securities Co.,Ltd.",Securities and Commodities Futures,0.56,0.647,N/A
8742.T,"KOBAYASHI YOKO CO.,LTD.",Securities and Commodities Futures,0.63,0.415,N/A
8609.T,OKASAN SECURITIES GROUP INC.,Securities and Commodities Futures,0.81,N/A,15.09
8746.T,unbanked inc.,Securities and Commodities Futures,0.81,0.944,N/A
8595.T,"JAFCO Group Co.,Ltd.",Securities and Commodities Futures,0.84,1.118,N/A
7347.T,"Mercuria Holdings Co.,Ltd.",Securities and Commodities Futures,0.86,1.089,N/A
8700.T,"Maruhachi Securities Co.,Ltd.",Securities and Commodities Futures,0.86,0.699,N/A
8747.T,"YUTAKA TRUSTY SECURITIES CO.,LTD.",Securities and Commodities Futures,0.89,0.68,N/A
8706.T,"KYOKUTO SECURITIES CO.,LTD.",Securities and Commodities Futures,0.93,N/A,65.66
8604.T,"Nomura Holdings, Inc.",Securities and Commodities Futures,0.96,N/A,6.11
8708.T,"AIZAWA SECURITIES GROUP CO.,LTD.",Securities and Commodities Futures,0.96,0.424,N/A
8616.T,"Tokai Tokyo Financial Holdings,Inc.",Securities and Commodities Futures,0.97,1.545,N/A
8622.T,"Mito Securities Co.,Ltd.",Securities and Commodities Futures,0.98,0.677,N/A
8737.T,Akatsuki Corp.,Securities and Commodities Futures,1.01,1.36,N/A
8705.T,"Nissan Securities Group Co.,Ltd.",Securities and Commodities Futures,1.04,0.959,N/A
7185.T,Hirose Tusyo Inc.,Securities and Commodities Futures,1.11,1.014,N/A
8473.T,"SBI Holdings,Inc.",Securities and Commodities Futures,1.12,1.923,N/A
4679.T,"TAYA Co.,Ltd.",Services,0.29,-0.742,N/A
9760.T,"SHINGAKUKAI HOLDINGS CO.,LTD.",Services,0.3,0.18,N/A
7372.T,Decollte Holdings Corporation,Services,0.34,-0.275,N/A
9791.T,BIKEN TECHNO CORPORATION,Services,0.44,0.466,N/A
2376.T,SCINEX CORPORATION,Services,0.46,0.563,N/A
6059.T,"UCHIYAMA HOLDINGS Co.,Ltd.",Services,0.47,0.535,N/A
6579.T,"logly,Inc.",Services,0.47,0.716,N/A
9761.T,"TOKAI LEASE CO.,LTD.",Services,0.47,0.291,N/A
4678.T,"SHUEI YOBIKO Co.,Ltd.",Services,0.48,0.016,N/A
2168.T,Pasona Group Inc.,Services,0.49,0.75,N/A
4341.T,SEIRYO ELECTRIC CORPORATION,Services,0.49,0.747,N/A
4707.T,KITAC CORPORATION,Services,0.52,-0.165,N/A
6178.T,"JAPAN POST HOLDINGS Co.,Ltd.",Services,0.52,N/A,3.06
6186.T,"ICHIKURA CO.,LTD.",Services,0.54,-0.583,N/A
4331.T,"TAKE AND GIVE. NEEDS Co.,Ltd.",Services,0.57,-0.147,N/A
9713.T,"THE ROYAL HOTEL,LIMITED",Services,0.57,0.508,N/A
7041.T,"CRG HOLDINGS CO.,LTD.",Services,0.58,-0.039,N/A
9625.T,"CERESPO CO.,LTD.",Services,0.59,0.707,N/A
4690.T,"NIPPON PALLET POOL CO.,LTD.",Services,0.6,-0.068,N/A
9656.T,GREENLAND RESORT COMPANY LIMITED,Services,0.61,-0.392,N/A
3600.T,FUJIX Ltd.,Textiles and Apparels,0.24,0.649,N/A
3551.T,DYNIC CORPORATION,Textiles and Apparels,0.31,0.163,N/A
3204.T,Toabo Corporation,Textiles and Apparels,0.33,0.198,N/A
8040.T,"TOKYO SOIR CO.,LTD.",Textiles and Apparels,0.35,0.559,N/A
8013.T,"NAIGAI CO.,LTD.",Textiles and Apparels,0.36,0.75,N/A
3109.T,SHIKIBO LTD.,Textiles and Apparels,0.38,0.244,N/A
3577.T,Tokai Senko K.K.,Textiles and Apparels,0.41,0.475,N/A
3123.T,"SAIBO Co.,Ltd.",Textiles and Apparels,0.42,0.236,N/A
8029.T,LOOK HOLDINGS INCORPORATED,Textiles and Apparels,0.48,0.558,N/A
3501.T,"SUMINOE Co.,Ltd.",Textiles and Apparels,0.5,0.395,N/A
3583.T,AuBEX CORPORATION,Textiles and Apparels,0.5,0.737,N/A
3524.T,"NITTO SEIMO CO.,LTD.",Textiles and Apparels,0.51,0.265,N/A
3529.T,"ATSUGI CO.,LTD.",Textiles and Apparels,0.52,0.366,N/A
3598.T,"YAMAKI CO.,LTD.",Textiles and Apparels,0.56,0.501,N/A
3571.T,"SOTOH CO.,LTD.",Textiles and Apparels,0.57,0.249,N/A
8143.T,"LAPINE CO.,LTD.",Textiles and Apparels,0.59,0.058,N/A
3513.T,"ICHIKAWA CO.,LTD.",Textiles and Apparels,0.61,0.52,N/A
3611.T,MATSUOKA CORPORATION,Textiles and Apparels,0.61,0.667,N/A
8127.T,YAMATO INTERNATIONAL INC.,Textiles and Apparels,0.67,0.332,N/A
3512.T,Nippon Felt Company Limited,Textiles and Apparels,0.71,0.425,N/A
7215.T,"FALTEC Co.,Ltd.",Transportation Equipment,0.19,0.524,N/A
7214.T,GMB CORPORATION,Transportation Equipment,0.22,0.266,N/A
7291.T,"NIHON PLAST CO.,LTD.",Transportation Equipment,0.22,0.254,N/A
7201.T,"NISSAN MOTOR CO.,LTD.",Transportation Equipment,0.25,0.858,N/A
7212.T,F-TECH INC.,Transportation Equipment,0.26,-0.011,N/A
7219.T,"HKS CO.,LTD.",Transportation Equipment,0.29,0.483,N/A
7255.T,SAKURAI LTD.,Transportation Equipment,0.29,0.279,N/A
7247.T,MIKUNI CORPORATION,Transportation Equipment,0.32,0.379,N/A
7399.T,"NANSIN CO.,LTD.",Transportation Equipment,0.32,0.695,N/A
7264.T,MURO CORPORATION,Transportation Equipment,0.34,0.427,N/A
7266.T,"Imasen Electric Industrial Co.,Ltd.",Transportation Equipment,0.34,0.61,N/A
7277.T,"TBK Co.,Ltd.",Transportation Equipment,0.34,0.305,N/A
7261.T,Mazda Motor Corporation,Transportation Equipment,0.35,0.405,N/A
7294.T,YOROZU CORPORATION,Transportation Equipment,0.35,0.569,N/A
7218.T,"TANAKA SEIMITSU KOGYO CO.,LTD.",Transportation Equipment,0.39,0.461,N/A
7284.T,"MEIWA INDUSTRY CO.,LTD.",Transportation Equipment,0.39,0.357,N/A
7267.T,"HONDA MOTOR CO.,LTD.",Transportation Equipment,0.4,0.249,N/A
7229.T,"YUTAKA GIKEN CO.,LTD.",Transportation Equipment,0.41,0.639,N/A
7297.T,"CAR MATE MFG. CO.,LTD.",Transportation Equipment,0.41,0.992,N/A
5949.T,UNIPRES CORPORATION,Transportation Equipment,0.44,0.348,N/A
9355.T,RINKO CORPORATION,Warehousing and Harbor Transportation Service,0.3,-0.204,N/A
9365.T,TRADIA CORPORATION,Warehousing and Harbor Transportation Service,0.41,-0.027,N/A
9353.T,"SAKURAJIMA FUTO KAISHA,LTD.",Warehousing and Harbor Transportation Service,0.43,0.148,N/A
9193.T,"Tokyo Kisen Co.,Ltd.",Warehousing and Harbor Transportation Service,0.44,0.319,N/A
9366.T,SANRITSU CORPORATION,Warehousing and Harbor Transportation Service,0.45,0.154,N/A
9313.T,Maruhachi Warehouse Company Limited,Warehousing and Harbor Transportation Service,0.46,-0.023,N/A
9351.T,"TOYO WHARF & WAREHOUSE CO.,LTD.",Warehousing and Harbor Transportation Service,0.48,-0.03,N/A
9361.T,"FUSHIKI KAIRIKU UNSO CO.,LTD.",Warehousing and Harbor Transportation Service,0.48,0.159,N/A
9311.T,ASAGAMI CORPORATION,Warehousing and Harbor Transportation Service,0.49,0.183,N/A
9306.T,"Toyo Logistics Co.,Ltd.",Warehousing and Harbor Transportation Service,0.57,0.159,N/A
9312.T,"THE KEIHIN CO.,LTD.",Warehousing and Harbor Transportation Service,0.58,0.226,N/A
9380.T,"Azuma Shipping Co.,Ltd.",Warehousing and Harbor Transportation Service,0.61,0.119,N/A
9324.T,Yasuda Logistics Corporation,Warehousing and Harbor Transportation Service,0.63,0.15,N/A
9310.T,Japan Transcity Corporation,Warehousing and Harbor Transportation Service,0.75,0.302,N/A
9319.T,"Chuo Warehouse Co.,Ltd.",Warehousing and Harbor Transportation Service,0.84,0.131,N/A
9322.T,"KAWANISHI WAREHOUSE CO.,LTD.",Warehousing and Harbor Transportation Service,0.84,0.219,N/A
9368.T,"KIMURA UNITY CO.,LTD.",Warehousing and Harbor Transportation Service,0.89,0.399,N/A
9307.T,"Sugimura Warehouse Co.,Ltd.",Warehousing and Harbor Transportation Service,0.94,0.416,N/A
9303.T,"The Sumitomo Warehouse Co.,Ltd.",Warehousing and Harbor Transportation Service,0.96,0.124,N/A
9362.T,"HYOKI KAIUN KAISHA,LTD.",Warehousing and Harbor Transportation Service,0.97,0.06,N/A
9895.T,CONSEC CORPORATION,Wholesale Trade,0.27,0.325,N/A
7426.T,Yamadai Corporation,Wholesale Trade,0.28,0.518,N/A
8144.T,"Denkyo Group Holdings Co.,Ltd.",Wholesale Trade,0.31,0.481,N/A
7490.T,"NISSIN SHOJI CO.,LTD.",Wholesale Trade,0.32,0.435,N/A
8025.T,"TSUKAMOTO CORPORATION CO.,LTD.",Wholesale Trade,0.32,-0.222,N/A
8077.T,TORQ Inc.,Wholesale Trade,0.34,0.315,N/A
8123.T,"T.KAWABE & CO.,LTD.",Wholesale Trade,0.34,0.334,N/A
2693.T,YKT CORPORATION,Wholesale Trade,0.35,0.765,N/A
5283.T,"TAKAMISAWA CO.,LTD.",Wholesale Trade,0.35,0.347,N/A
7414.T,"ONOKEN CO.,LTD.",Wholesale Trade,0.35,0.325,N/A
7425.T,"HATSUHO SHOUJI CO.,LTD.",Wholesale Trade,0.35,0.552,N/A
7531.T,SEIWA CHUO HOLDINGS CORPORATION,Wholesale Trade,0.36,0.472,N/A
7442.T,"NAKAYAMAFUKU CO.,LTD.",Wholesale Trade,0.37,0.535,N/A
8089.T,Nice Corporation,Wholesale Trade,0.39,0.544,N/A
9885.T,"CHARLE CO.,LTD.",Wholesale Trade,0.39,0.632,N/A
7422.T,"TOHO LAMAC CO.,LTD.",Wholesale Trade,0.4,0.657,N/A
7461.T,"KIMURA CO.,LTD.",Wholesale Trade,0.4,0.295,N/A
7464.T,"SAFTEC CO.,LTD.",Wholesale Trade,0.4,0.624,N/A
2788.T,"APPLE INTERNATIONAL CO.,LTD.",Wholesale Trade,0.42,1.018,N/A
7434.T,OTAKE CORPORATION,Wholesale Trade,0.42,0.516,N/A
